report_id,date,person_role,person_injury_lvl,person_veh_type,veh_type,veh_make,veh_model,police_beat,address_no_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,address
20205755,2020-10-05,BICYCLIST,VISABLE,,BICYCLE,HYPER BIKE,,446,300, ,47TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"300 47TH STREET, San Diego, CA"
20205861,2020-10-10,BICYCLIST,,,BICYCLE,SWORKS,,935,15300, ,SAN DIEGUITO,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY (I),2,0,,"15300 SAN DIEGUITO ROAD, San Diego, CA"
20205887,2020-10-11,BICYCLIST,SEVERE,,BICYCLE,,,111,4800, ,LONGFORD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4800 LONGFORD STREET, San Diego, CA"
20205905,2020-10-12,BICYCLIST,VISABLE,,BICYCLE,CERV,,123,900, ,FIESTA ISLAND,ROAD, , , ,21461A,VC,TRAFFIC CONTROL DEV:DRVR FAILURE TO OBEY (I),1,0,,"900 FIESTA ISLAND ROAD, San Diego, CA"
20205963,2020-10-15,BICYCLIST,PAIN,,BICYCLE,,,122,1300, ,GRAND,AVENUE, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"1300 GRAND AVENUE, San Diego, CA"
20205985,2020-10-16,BICYCLIST,VISABLE,,BICYCLE,SHIPMATE,,124,1300, ,TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"1300 TORREY PINES ROAD, San Diego, CA"
20205991,2020-10-16,BICYCLIST,,,BICYCLE,,,524,1100, ,04TH,AVENUE, , , ,21650,VC,LANE USAGE:FAIL TO DRIVE ON RIGHT HALF OF ROAD (I),1,0,MISDEMEANOR,"1100 04TH AVENUE, San Diego, CA"
20206008,2020-10-17,BICYCLIST,VISABLE,,BICYCLE,B.M.C.,,935,6200, ,CARMEL VALLEY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"6200 CARMEL VALLEY ROAD, San Diego, CA"
20206043,2020-10-19,BICYCLIST,PAIN,,BICYCLE,,,122,2500, ,FELSPAR,STREET, , , ,21800A,VC,RIGHT-OF-WAY:INTERSECTION,1,0,,"2500 FELSPAR STREET, San Diego, CA"
20206054,2020-10-19,BICYCLIST,PAIN,,BICYCLE,SAN DIEGO BICYCLE CO.,,521,300, ,13TH,STREET, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,MISDEMEANOR,"300 13TH STREET, San Diego, CA"
20206085,2020-10-20,BICYCLIST,VISABLE,,BICYCLE,SKAT (OR SKAT-KITTY),,122,4900, ,SOLEDAD MOUNTAIN,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"4900 SOLEDAD MOUNTAIN ROAD, San Diego, CA"
20206072,2020-10-20,BICYCLIST,VISABLE,,BICYCLE,DIAMOND G EQUIPMENT,,524,1000, ,C,STREET, , , ,21657,VC,LANE USAGE:DISOBEY DESIGNATED TRAFFIC DIRECTION Dev (I),1,0,,"1000 C STREET, San Diego, CA"
20206119,2020-10-22,BICYCLIST,VISABLE,,BICYCLE,HOLLAND CUSTOM,,932,13000, ,NORTH TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"13000 NORTH TORREY PINES ROAD, San Diego, CA"
20206141,2020-10-23,BICYCLIST,VISABLE,,BICYCLE,SCOTT,,614,2000, ,BACON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"2000 BACON STREET, San Diego, CA"
20206169,2020-10-25,BICYCLIST,VISABLE,,BICYCLE,CANNONDALE CORP,,122,, ,HORNBLEND,STREET, ,MISSION,BOULEVARD,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"HORNBLEND STREET, San Diego, CA"
20206175,2020-10-25,BICYCLIST,VISABLE,,BICYCLE,,,451,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3400 COLLEGE AVENUE, San Diego, CA"
20206190,2020-10-26,BICYCLIST,VISABLE,,BICYCLE,,,713,9500, ,SIEMPRE VIVA,ROAD, , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,,"9500 SIEMPRE VIVA ROAD, San Diego, CA"
20206281,2020-10-29,BICYCLIST,PAIN,,BICYCLE,SPEC,,113,5000, ,SANTA FE,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"5000 SANTA FE STREET, San Diego, CA"
20206295,2020-10-29,BICYCLIST,VISABLE,,BICYCLE,,,122,4600, ,MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4600 MISSION BAY DRIVE, San Diego, CA"
20206303,2020-10-30,BICYCLIST,VISABLE,,BICYCLE,FUJI ROBBT JR.,,521,1300, ,G,STREET, , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,,"1300 G STREET, San Diego, CA"
20206368,2020-11-01,BICYCLIST,PAIN,,BICYCLE,,,624,4000, ,TEXAS,STREET, , , ,21800A,VC,RIGHT-OF-WAY:INTERSECTION,1,0,,"4000 TEXAS STREET, San Diego, CA"
20206554,2020-11-10,BICYCLIST,VISABLE,,BICYCLE,,,124,, ,EXCHANGE,PLACE, ,TORREY PINES,ROAD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"EXCHANGE PLACE, San Diego, CA"
20206636,2020-11-14,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,124,6300, ,SCENIC,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"6300 SCENIC DRIVE, San Diego, CA"
20206750,2020-11-17,BICYCLIST,VISABLE,,BICYCLE,GIANNINI,,314,5800, ,MISSION CENTER,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"5800 MISSION CENTER ROAD, San Diego, CA"
20206771,2020-11-20,BICYCLIST,VISABLE,,BICYCLE,GIANNINI,,526,1400, ,PARK,BOULEVARD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"1400 PARK BOULEVARD, San Diego, CA"
21200273,2020-11-24,BICYCLIST,PAIN,,BICYCLE,,,512,, ,CESAR E CHAVES,PARKWAY, ,Harrison Aveneue, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"CESAR E CHAVES PARKWAY, San Diego, CA"
20206884,2020-11-25,BICYCLIST,VISABLE,,BICYCLE,HUFF,,611,3800, ,CAMINO DEL RIO WEST, , , , ,21657,VC,LANE USAGE:DISOBEY DESIGNATED TRAFFIC DIRECTION Dev (I),1,0,,"3800 CAMINO DEL RIO WEST, San Diego, CA"
20206929,2020-11-28,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,932,12100, ,NORTH TORREY PINES,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"12100 NORTH TORREY PINES ROAD, San Diego, CA"
20058720,2020-11-28,BICYCLIST,PAIN,,BICYCLE,,,521,1300, ,PARK,BOULEVARD, , , ,21651B,VC,LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER (M),1,0,,"1300 PARK BOULEVARD, San Diego, CA"
20207041,2020-12-03,BICYCLIST,VISABLE,,BICYCLE,CANNONDALE CORP,,242,10200, ,MAYA LINDA,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"10200 MAYA LINDA ROAD, San Diego, CA"
20207066,2020-12-04,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,512,2700, ,COMMERCIAL,STREET, , , ,21802A,VC,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),1,0,MISDEMEANOR,"2700 COMMERCIAL STREET, San Diego, CA"
20207100,2020-12-05,BICYCLIST,VISABLE,,BICYCLE,ROAD MOTOR HOME,,934,6500, ,RANCHO DEL SOL,WAY, , , ,21750,VC,PASSING:UNSAFE PASSING:SAME DIRECTION (I),2,0,,"6500 RANCHO DEL SOL WAY, San Diego, CA"
20207118,2020-12-06,BICYCLIST,PAIN,,BICYCLE,ROAD MOTOR HOME,,246,11300, ,FARMINGDALE,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"11300 FARMINGDALE STREET, San Diego, CA"
20207116,2020-12-06,BICYCLIST,VISABLE,,BICYCLE,THRUSTER FIXIE,,722,2300, ,TOCAYO,AVENUE, , , ,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,,"2300 TOCAYO AVENUE, San Diego, CA"
20207245,2020-12-13,BICYCLIST,VISABLE,,BICYCLE,FOCU,,123,2000, ,QUIVIRA,WAY, , , ,21800A,VC,RIGHT-OF-WAY:INTERSECTION,1,0,,"2000 QUIVIRA WAY, San Diego, CA"
20207265,2020-12-14,BICYCLIST,PAIN,,BICYCLE,DIAMOND G EQUIPMENT,,526,100,W,BEECH,STREET, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"100 W BEECH STREET, San Diego, CA"
20207301,2020-12-16,BICYCLIST,PAIN,,BICYCLE,,,122,4500, ,MISSION,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4500 MISSION BOULEVARD, San Diego, CA"
20207330,2020-12-18,BICYCLIST,PAIN,,BICYCLE,,,813,,E,ALLEY OF 3900 LOUSIANNA,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"E ALLEY OF 3900 LOUSIANNA STREET, San Diego, CA"
20207387,2020-12-20,BICYCLIST,VISABLE,,BICYCLE,HOLLAND,,614,1400, ,SUNSET CLIFFS,BOULEVARD, , , ,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR,"1400 SUNSET CLIFFS BOULEVARD, San Diego, CA"
20207391,2020-12-21,BICYCLIST,VISABLE,,BICYCLE,SCHWARTZ,,325,6500, ,WANDERMERE,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"6500 WANDERMERE DRIVE, San Diego, CA"
20207470,2020-12-26,BICYCLIST,VISABLE,,BICYCLE,CANNONDALE CORP,,243,9600, ,MIRAMAR,ROAD, , , ,21760,VC,THREE FEET FOR SAFETY ACT (I),1,0,MISDEMEANOR,"9600 MIRAMAR ROAD, San Diego, CA"
20207517,2020-12-29,BICYCLIST,PAIN,,BICYCLE,,,242,7600, ,MIRA MESA,BOULEVARD, , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,,"7600 MIRA MESA BOULEVARD, San Diego, CA"
21200170,2021-01-09,BICYCLIST,VISABLE,,BICYCLE,,,615,, ,FEET SOUTH OF NORTH CURBLINE, , ,MACAULAY,STREET,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"FEET SOUTH OF NORTH CURBLINE, San Diego, CA"
21200193,2021-01-11,BICYCLIST,SEVERE,,BICYCLE,"TREK, INC.",,122,4900, ,CASS,STREET, , , ,21954A,VC,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (I),2,0,,"4900 CASS STREET, San Diego, CA"
21200232,2021-01-12,BICYCLIST,VISABLE,,BICYCLE,,,121,3600, ,OCEAN FRONT,WALK, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3600 OCEAN FRONT WALK, San Diego, CA"
21200243,2021-01-12,BICYCLIST,PAIN,,BICYCLE,ANCHEER,,531,3000, ,PERSHING,DRIVE, , , ,12500(A),VC,DRVG WITHOUT VALID DRVR'S LIC (I),1,0,,"3000 PERSHING DRIVE, San Diego, CA"
21200279,2021-01-14,BICYCLIST,VISABLE,,BICYCLE,"NEXTRAIL SALEM, OH",,524,400, ,B,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"400 B STREET, San Diego, CA"
21200296,2021-01-15,BICYCLIST,VISABLE,,BICYCLE,MOTOROAM INDUSTRIES,,936,14000, ,CAMINO DEL SUR, , , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"14000 CAMINO DEL SUR, San Diego, CA"
21200418,2021-01-21,BICYCLIST,PAIN,,BICYCLE,FUJI ROBBT JR.,,233,12800, ,BLACK MOUNTAIN,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"12800 BLACK MOUNTAIN ROAD, San Diego, CA"
21200524,2021-01-27,BICYCLIST,PAIN,,BICYCLE,,,313,5900, ,KEARNY VILLA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"5900 KEARNY VILLA ROAD, San Diego, CA"
21200608,2021-01-31,BICYCLIST,VISABLE,,BICYCLE,MERCURY,,529,2300, ,BRANT,STREET, , , ,21803A,VC,RIGHT-OF-WAY:FROM YIELD INTERSECTION (I),1,0,,"2300 BRANT STREET, San Diego, CA"
21200680,2021-02-05,BICYCLIST,VISABLE,,BICYCLE,CANNONDALE CORP,,613,2300, ,FAMOSA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"2300 FAMOSA BOULEVARD, San Diego, CA"
21200696,2021-02-06,BICYCLIST,VISABLE,,BICYCLE,HUFF,,611,3700, ,CAMINO DEL RIO WEST, , , , ,21954A,VC,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (I),2,0,,"3700 CAMINO DEL RIO WEST, San Diego, CA"
21201092,2021-02-25,BICYCLIST,PAIN,,BICYCLE,,,839,, ,SWIFT,AVENUE, ,UNIVERSITY,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"SWIFT AVENUE, San Diego, CA"
21201142,2021-02-27,BICYCLIST,SEVERE,,BICYCLE,,,937,, ,CAMINO DEL SUR, , ,CERRO DEL SUR,COURT,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"CAMINO DEL SUR, San Diego, CA"
21201215,2021-03-02,BICYCLIST,VISABLE,,BICYCLE,,,521,200, ,16TH,STREET, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"200 16TH STREET, San Diego, CA"
21201415,2021-03-10,BICYCLIST,PAIN,,BICYCLE,,,515,2600, ,IMPERIAL,AVENUE, , , ,21802A,VC,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),1,0,,"2600 IMPERIAL AVENUE, San Diego, CA"
21201599,2021-03-17,BICYCLIST,PAIN,,BICYCLE,CUSTOM BIKE,,831,4300, ,ORANGE,AVENUE, , , ,21800(D),VC,RIGHT-OF-WAY:INOPERATIVE SIGNAL:STOP/YIELD AT LIMIT LINE (I),1,0,,"4300 ORANGE AVENUE, San Diego, CA"
21201716,2021-03-21,BICYCLIST,PAIN,,BICYCLE,,,839,3400, ,UNIVERSITY,AVENUE, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"3400 UNIVERSITY AVENUE, San Diego, CA"
21201776,2021-03-23,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,521,1600, ,COMMERCIAL,STREET, , , ,21651B,VC,LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER (M),1,0,,"1600 COMMERCIAL STREET, San Diego, CA"
21201829,2021-03-25,BICYCLIST,PAIN,,BICYCLE,,,445,1100, ,EUCLID,AVENUE, , , ,21651B,VC,LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER (M),1,0,,"1100 EUCLID AVENUE, San Diego, CA"
21201942,2021-03-30,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,123,1500, ,FIESTA ISLAND,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY (I),1,0,,"1500 FIESTA ISLAND ROAD, San Diego, CA"
21202020,2021-04-02,BICYCLIST,VISABLE,,BICYCLE,PHAT,,122,3900, ,RIVIERA,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,,"3900 RIVIERA DRIVE, San Diego, CA"
21202086,2021-04-05,BICYCLIST,VISABLE,,BICYCLE,MONG,,243,9600, ,BLACK MOUNTAIN,ROAD, , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,MISDEMEANOR,"9600 BLACK MOUNTAIN ROAD, San Diego, CA"
21202390,2021-04-19,BICYCLIST,SEVERE,,BICYCLE,MARINER,,122,4000, ,INGRAHAM,STREET, , , ,21760,VC,THREE FEET FOR SAFETY ACT (I),1,0,FELONY,"4000 INGRAHAM STREET, San Diego, CA"
21202406,2021-04-20,BICYCLIST,SEVERE,,BICYCLE,LITE,,122,, ,PACIFICA,DRIVE, ,BLUFFSIDE,AVENUE,21800A,VC,RIGHT-OF-WAY:INTERSECTION,1,0,,"PACIFICA DRIVE, San Diego, CA"
21202472,2021-04-23,BICYCLIST,VISABLE,,BICYCLE,HARO,,933,2100, ,DEL MAR HEIGHTS,ROAD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"2100 DEL MAR HEIGHTS ROAD, San Diego, CA"
21202523,2021-04-25,BICYCLIST,VISABLE,,BICYCLE,,,521,1500, ,J,STREET, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"1500 J STREET, San Diego, CA"
21202529,2021-04-25,BICYCLIST,PAIN,,BICYCLE,NAKOT,,431,5100, ,MARKET,STREET, , , ,20001(A),VC,HIT AND RUN RESULTING IN DEATH OR INJURY(IBR 90Z),1,0,MISDEMEANOR,"5100 MARKET STREET, San Diego, CA"
21202591,2021-04-28,BICYCLIST,VISABLE,,BICYCLE,KENTUCKY,,122,700, ,HORNBLEND,STREET, , , ,21950A,VC,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,,"700 HORNBLEND STREET, San Diego, CA"
21202666,2021-05-01,BICYCLIST,VISABLE,,BICYCLE,,,516,3400, ,MARKET,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"3400 MARKET STREET, San Diego, CA"
21202710,2021-05-03,BICYCLIST,VISABLE,,BICYCLE,BEACH,,836,3100, ,EUCLID,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"3100 EUCLID AVENUE, San Diego, CA"
21202722,2021-05-03,BICYCLIST,PAIN,,BICYCLE,SPEC,,935,6400, ,VIA ALISO,TRAIL, , , ,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,,"6400 VIA ALISO TRAIL, San Diego, CA"
21202766,2021-05-05,BICYCLIST,SEVERE,,BICYCLE,BAFANG,,625,2300, ,CONGRESS,STREET, , , ,23153(A),VC,DUI ALCOHOL:CAUSING BODILY INJURY (M),1,0,,"2300 CONGRESS STREET, San Diego, CA"
21202804,2021-05-07,BICYCLIST,VISABLE,,BICYCLE,BOOGIE,,123,, ,Dana Landing,ROAD,W,MISSION BAY,DRIVE,21703,VC,FOLLOWING TOO CLOSELY (I),1,0,,"Dana Landing ROAD, San Diego, CA"
21202820,2021-05-07,BICYCLIST,VISABLE,,BICYCLE,,,624,2000, ,EL CAJON,BOULEVARD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"2000 EL CAJON BOULEVARD, San Diego, CA"
21202827,2021-05-07,BICYCLIST,VISABLE,,BICYCLE,SPEC,,122,1000, ,CASS,STREET, , , ,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,,"1000 CASS STREET, San Diego, CA"
21202923,2021-05-12,BICYCLIST,VISABLE,,BICYCLE,SPECIALIZED S-WORID,,811,3500, ,ADAMS,AVENUE, , , ,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,,"3500 ADAMS AVENUE, San Diego, CA"
21202946,2021-05-13,BICYCLIST,PAIN,,BICYCLE,,,834,3600, ,FAIRMOUNT,AVENUE, , , ,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR,"3600 FAIRMOUNT AVENUE, San Diego, CA"
21202998,2021-05-15,BICYCLIST,SEVERE,,BICYCLE,"TREK, INC.",,933,2000, ,CARMEL VALLEY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"2000 CARMEL VALLEY ROAD, San Diego, CA"
21203012,2021-05-16,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,511,, ,FT N OF SCL OF 2400 E HARBOR,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"FT N OF SCL OF 2400 E HARBOR DRIVE, San Diego, CA"
21203075,2021-05-18,BICYCLIST,VISABLE,,BICYCLE,SUPER73,,521,600, ,PARK,BOULEVARD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),2,0,MISDEMEANOR,"600 PARK BOULEVARD, San Diego, CA"
21203134,2021-05-21,BICYCLIST,VISABLE,,BICYCLE,SCHWARTZ,,625,4000, ,TAYLOR,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"4000 TAYLOR STREET, San Diego, CA"
21203158,2021-05-22,BICYCLIST,VISABLE,,BICYCLE,GTBI,,122,5000, ,LA JOLLA,BOULEVARD, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"5000 LA JOLLA BOULEVARD, San Diego, CA"
21203182,2021-05-23,BICYCLIST,SEVERE,,BICYCLE,,,813,2500, ,LINCOLN,AVENUE, , , ,21651(A)1,VC,"DRIVE OVER, UPON, OR ACROSS DIVIDING SECTION OF HIGHWAY (I)",1,0,,"2500 LINCOLN AVENUE, San Diego, CA"
21203215,2021-05-24,BICYCLIST,PAIN,,BICYCLE,BICYCLE,,814,3500, ,ADAMS,AVENUE, , , ,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR,"3500 ADAMS AVENUE, San Diego, CA"
21608000,2021-05-29,BICYCLIST,PAIN,,BICYCLE,,,123,1600, ,QUIVIRA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"1600 QUIVIRA ROAD, San Diego, CA"
21203360,2021-05-30,BICYCLIST,VISABLE,,BICYCLE,PEDEGO,,934,3700, ,QUARTER MILE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3700 QUARTER MILE DRIVE, San Diego, CA"
21203361,2021-05-30,BICYCLIST,VISABLE,,BICYCLE,ANCHEER,,517,2700, ,B,STREET, , , ,22517,VC,UNSAFE OPENING OF VEH DOOR (I),1,0,,"2700 B STREET, San Diego, CA"
21203362,2021-05-30,BICYCLIST,VISABLE,,BICYCLE,CULT,,612,2300, ,ROSECRANS,STREET, , , ,21950B,VC,PED IN CROSSWALK: STOP/DELAY VEHICLES OR SUDDENLY LEAVE PLACE OF SAFETY (I),1,0,,"2300 ROSECRANS STREET, San Diego, CA"
21203463,2021-06-03,BICYCLIST,VISABLE,,BICYCLE,BABYMAKER,,451,3400, ,COLLEGE,AVENUE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"3400 COLLEGE AVENUE, San Diego, CA"
21203501,2021-06-04,BICYCLIST,VISABLE,,BICYCLE,CITIZEN,,123,, ,FRIARS,ROAD, ,SEA WORLD,DRIVE,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR,"FRIARS ROAD, San Diego, CA"
21203545,2021-06-06,BICYCLIST,VISABLE,,BICYCLE,HILAND,,313,4500, ,KEARNY VILLA,ROAD, , , ,21456B,VC,PEDESTRIAN CROSS AGAINST NO WALK SIGN/SIGNAL (I),1,0,,"4500 KEARNY VILLA ROAD, San Diego, CA"
21203548,2021-06-06,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,123,2000, ,QUIVIRA,WAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"2000 QUIVIRA WAY, San Diego, CA"
21203562,2021-06-07,BICYCLIST,VISABLE,,BICYCLE,"TREK, INC.",,313,7600, ,COPLEY PARK,PLACE, , , ,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,,"7600 COPLEY PARK PLACE, San Diego, CA"
21204097,2021-06-24,BICYCLIST,VISABLE,,BICYCLE,KINGDOM,,813,3700, ,30TH,STREET, , , ,20002(A),VC,HIT AND RUN:PROP DAMAGE (M),1,0,MISDEMEANOR,"3700 30TH STREET, San Diego, CA"
21204036,2021-06-26,BICYCLIST,VISABLE,,BICYCLE,SPECIALIZED,,115,30,S,OF NCL 6100 LA JOLLA COLONY,DRIVE, , , ,21802B,VC,RIGHT-OF-WAY: ENTERING OR CROSSING INTERSECTION (I),1,0,,"30 S OF NCL 6100 LA JOLLA COLONY DRIVE, San Diego, CA"
21204058,2021-06-27,BICYCLIST,VISABLE,,BICYCLE,,,124,7000, ,VIA CAPRI, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"7000 VIA CAPRI, San Diego, CA"
21204078,2021-06-28,BICYCLIST,VISABLE,,BICYCLE,FUJI ROBBT JR.,,242,8900, ,CAPRICORN,WAY, , , ,21804,VC,RIGHT-OF-WAY:ENTERING HWY (I),1,0,,"8900 CAPRICORN WAY, San Diego, CA"
21031232,2021-07-03,BICYCLIST,SEVERE,,BICYCLE,CLASSICAL,,124,9100, ,NORTH TORREY PINES,ROAD, , , ,23153(A),VC,DUI ALCOHOL:CAUSING BODILY INJURY (F),1,0,,"9100 NORTH TORREY PINES ROAD, San Diego, CA"
21204271,2021-07-05,BICYCLIST,VISABLE,,BICYCLE,SCOTT,,241,10700, ,SCRIPPS LAKE,DRIVE, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),2,0,,"10700 SCRIPPS LAKE DRIVE, San Diego, CA"
21204308,2021-07-07,BICYCLIST,PAIN,,BICYCLE,,,113,5100, ,SANTA FE,STREET, , , ,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,,"5100 SANTA FE STREET, San Diego, CA"
